set,polarity,kind,dot
Set 1,Pos,target,889
Set 1,Pos,target,907
Set 1,Pos,target,498
Set 1,Pos,target,996
Set 1,Pos,target,855
Set 1,Pos,target,954
Set 1,Pos,target,817
Set 1,Pos,target,996
Set 1,Pos,target,376
Set 1,Pos,target,198
Set 1,Pos,target,564
Set 1,Pos,target,994
Set 1,Pos,target,502
Set 1,Pos,target,994
Set 1,Pos,target,228
Set 1,Pos,target,812
Set 1,Pos,target,666
Set 1,Pos,target,794
Set 1,Pos,target,574
Set 1,Pos,target,967
Set 1,Pos,target,993
Set 1,Pos,target,599
Set 1,Pos,target,852
Set 1,Pos,target,383
Set 1,Pos,target,831
Set 1,Pos,target,358
Set 1,Pos,target,727
Set 1,Pos,target,931
Set 1,Pos,target,410
Set 1,Pos,target,792
Set 1,Pos,target,908
Set 1,Pos,target,570
Set 1,Pos,target,930
Set 1,Pos,target,791
Set 1,Pos,target,13
Set 1,Pos,target,203
Set 1,Pos,target,996
Set 1,Pos,target,489
Set 1,Pos,target,802
Set 1,Pos,target,996
Set 1,Pos,target,487
Set 1,Pos,target,996
Set 1,Pos,target,762
Set 1,Pos,target,980
Set 1,Pos,target,621
Set 1,Pos,target,537
Set 1,Pos,target,996
Set 1,Pos,decoy,110
Set 1,Pos,target,90
Set 1,Pos,target,325
Set 1,Pos,decoy,31
Set 1,Pos,target,499
Set 1,Pos,target,582
Set 1,Pos,target,484
Set 1,Pos,target,788
Set 1,Pos,target,484
Set 1,Pos,target,996
Set 1,Pos,target,786
Set 1,Pos,target,898
Set 1,Pos,target,905
Set 1,Pos,target,863
Set 1,Pos,target,575
Set 1,Pos,target,637
Set 1,Pos,target,998
Set 1,Pos,target,934
Set 1,Pos,target,687
Set 1,Pos,decoy,17
Set 1,Pos,target,430
Set 1,Pos,target,648
Set 1,Pos,target,739
Set 1,Pos,target,666
Set 1,Pos,target,60
Set 1,Pos,target,995
Set 1,Pos,target,752
Set 1,Pos,target,996
Set 1,Pos,decoy,665
Set 1,Pos,target,996
Set 1,Pos,target,999
Set 1,Pos,target,584
Set 1,Pos,target,809
Set 1,Pos,target,871
Set 1,Pos,target,362
Set 1,Pos,target,340
Set 1,Pos,target,936
Set 1,Pos,target,865
Set 1,Pos,decoy,132
Set 1,Pos,target,968
Set 1,Pos,target,26
Set 1,Pos,target,871
Set 1,Pos,target,805
Set 1,Pos,target,287
Set 1,Pos,target,256
Set 1,Pos,target,995
Set 1,Pos,target,643
Set 1,Pos,target,838
Set 1,Pos,target,993
Set 1,Pos,target,786
Set 1,Pos,target,986
Set 1,Pos,target,978
Set 1,Pos,target,911
Set 1,Pos,target,729
Set 1,Pos,target,659
Set 1,Pos,target,354
Set 1,Pos,target,613
Set 1,Pos,target,27
Set 1,Pos,decoy,739
Set 1,Pos,target,996
Set 1,Pos,target,638
Set 1,Pos,target,631
Set 1,Pos,target,997
Set 1,Pos,target,754
Set 1,Pos,target,897
Set 1,Pos,target,995
Set 1,Pos,target,844
Set 1,Pos,target,992
Set 1,Pos,target,995
Set 1,Pos,target,836
Set 1,Pos,target,784
Set 1,Pos,target,750
Set 1,Pos,decoy,109
Set 1,Pos,target,828
Set 1,Pos,target,712
Set 1,Pos,target,624
Set 1,Pos,target,894
Set 1,Pos,target,995
Set 1,Pos,target,597
Set 1,Pos,target,874
Set 1,Pos,target,4
Set 1,Pos,target,986
Set 1,Pos,target,972
Set 1,Pos,target,996
Set 1,Pos,target,995
Set 1,Pos,target,715
Set 1,Pos,target,983
Set 1,Pos,target,19
Set 1,Pos,target,258
Set 1,Pos,target,631
Set 1,Pos,target,729
Set 1,Pos,target,847
Set 1,Pos,target,278
Set 1,Pos,target,732
Set 1,Pos,target,702
Set 1,Pos,target,926
Set 1,Pos,target,996
Set 1,Pos,target,996
Set 1,Pos,target,469
Set 1,Pos,target,992
Set 1,Pos,target,991
Set 1,Pos,target,954
Set 1,Pos,target,708
Set 1,Pos,target,973
Set 1,Pos,target,765
Set 1,Pos,target,789
Set 1,Pos,target,985
Set 1,Pos,target,919
Set 1,Pos,target,804
Set 1,Pos,target,911
Set 1,Pos,target,870
Set 1,Pos,target,2
Set 1,Pos,target,970
Set 1,Pos,target,986
Set 1,Pos,target,787
Set 1,Pos,target,976
Set 1,Pos,target,970
Set 1,Pos,target,520
Set 1,Pos,target,986
Set 1,Pos,target,986
Set 1,Pos,target,983
Set 1,Pos,target,82
Set 1,Pos,target,805
Set 1,Pos,target,200
Set 1,Pos,target,699
Set 1,Pos,target,609
Set 1,Pos,target,977
Set 1,Pos,target,547
Set 1,Pos,target,907
Set 1,Pos,target,962
Set 1,Pos,target,961
Set 1,Pos,target,395
Set 1,Pos,target,809
Set 1,Pos,target,990
Set 1,Pos,target,977
Set 1,Pos,target,972
Set 1,Pos,target,988
Set 1,Pos,target,931
Set 1,Pos,target,184
Set 1,Pos,target,775
Set 1,Pos,target,982
Set 1,Pos,target,204
Set 1,Pos,target,980
Set 1,Pos,target,691
Set 1,Pos,target,993
Set 1,Pos,target,256
Set 1,Pos,target,1
Set 1,Pos,target,967
Set 1,Pos,target,192
Set 1,Pos,target,780
Set 1,Pos,target,973
Set 1,Pos,target,557
Set 1,Pos,target,964
Set 1,Pos,target,984
Set 1,Pos,target,985
Set 1,Pos,target,757
Set 1,Pos,target,979
Set 1,Pos,target,129
Set 1,Pos,target,830
Set 1,Pos,target,987
Set 1,Pos,target,190
Set 1,Pos,target,166
Set 1,Pos,target,954
Set 1,Pos,target,233
Set 1,Pos,target,886
Set 1,Pos,target,980
Set 1,Pos,target,991
Set 1,Pos,target,991
Set 1,Pos,target,915
Set 1,Pos,target,53
Set 1,Pos,target,109
Set 1,Pos,target,982
Set 1,Pos,target,912
Set 1,Pos,target,121
Set 1,Pos,target,118
Set 1,Pos,target,943
Set 1,Pos,target,622
Set 1,Pos,target,985
Set 1,Pos,target,997
Set 1,Pos,target,939
Set 1,Pos,target,795
Set 1,Pos,target,926
Set 1,Pos,target,168
Set 1,Pos,target,658
Set 1,Pos,target,91
Set 1,Pos,target,954
Set 1,Pos,target,703
Set 1,Pos,target,912
Set 1,Pos,target,1
Set 1,Pos,target,966
Set 1,Pos,target,977
Set 1,Pos,target,293
Set 1,Pos,target,29
Set 1,Pos,target,962
Set 1,Pos,target,773
Set 1,Pos,target,385
Set 1,Pos,target,825
Set 1,Pos,target,645
Set 1,Pos,target,811
Set 1,Pos,target,963
Set 1,Pos,target,246
Set 1,Pos,target,972
Set 1,Pos,target,950
Set 1,Pos,target,974
Set 1,Pos,target,121
Set 1,Pos,target,750
Set 1,Pos,target,143
Set 1,Pos,target,41
Set 1,Pos,target,360
Set 1,Pos,target,803
Set 1,Pos,target,936
Set 1,Pos,target,960
Set 1,Pos,target,986
Set 1,Pos,target,241
Set 1,Pos,target,844
Set 1,Pos,target,992
Set 1,Pos,target,626
Set 1,Pos,target,187
Set 1,Pos,target,634
Set 1,Pos,target,745
Set 1,Pos,target,919
Set 1,Pos,target,961
Set 1,Pos,target,689
Set 1,Pos,target,879
Set 1,Pos,target,975
Set 1,Pos,target,995
Set 1,Pos,target,238
Set 1,Pos,target,746
Set 1,Pos,target,895
Set 1,Pos,target,966
Set 1,Pos,decoy,3
Set 1,Pos,target,170
Set 1,Pos,target,968
Set 1,Pos,target,990
Set 1,Pos,target,982
Set 1,Pos,target,978
Set 1,Pos,target,992
Set 1,Pos,target,818
Set 1,Pos,target,945
Set 1,Pos,target,955
Set 1,Pos,target,4
Set 1,Pos,target,932
Set 1,Pos,decoy,1
Set 1,Pos,target,983
Set 1,Pos,target,975
Set 1,Pos,target,999
Set 1,Pos,target,960
Set 1,Pos,target,939
Set 1,Pos,target,996
Set 1,Pos,target,999
Set 1,Pos,target,993
Set 1,Pos,target,995
Set 1,Pos,target,995
Set 1,Pos,target,995
Set 1,Pos,target,990
Set 1,Pos,target,992
Set 1,Pos,target,463
Set 1,Pos,target,996
Set 1,Pos,target,993
Set 1,Pos,target,31
Set 1,Pos,target,219
Set 1,Pos,target,569
Set 1,Pos,target,983
Set 1,Pos,target,548
Set 1,Pos,target,490
Set 1,Pos,target,441
Set 1,Pos,target,971
Set 1,Pos,target,329
Set 1,Pos,target,706
Set 1,Pos,target,789
Set 1,Pos,target,829
Set 1,Pos,target,732
Set 1,Pos,decoy,16
Set 1,Pos,target,632
Set 1,Pos,target,757
Set 1,Pos,target,718
Set 1,Pos,target,982
Set 1,Pos,target,705
Set 1,Pos,target,994
Set 1,Pos,target,348
Set 1,Pos,target,997
Set 1,Pos,target,999
Set 1,Pos,target,934
Set 1,Pos,target,995
Set 1,Pos,target,422
Set 1,Pos,target,988
Set 1,Pos,target,992
Set 1,Pos,target,991
Set 1,Pos,target,940
Set 1,Pos,target,970
Set 1,Pos,target,307
Set 1,Pos,target,923
Set 1,Pos,target,738
Set 1,Pos,target,976
Set 1,Pos,target,777
Set 1,Pos,target,530
Set 1,Pos,target,104
Set 1,Pos,target,914
Set 1,Pos,target,50
Set 1,Pos,target,970
Set 1,Pos,target,958
Set 1,Pos,target,537
Set 1,Pos,target,55
Set 1,Pos,target,472
Set 1,Pos,target,890
Set 1,Pos,target,989
Set 1,Pos,target,994
Set 1,Pos,target,998
Set 1,Pos,target,987
Set 1,Pos,target,970
Set 1,Pos,target,832
Set 1,Pos,target,771
Set 1,Pos,target,945
Set 1,Pos,target,907
Set 1,Pos,target,617
Set 1,Pos,target,465
Set 1,Pos,target,800
Set 1,Pos,target,970
Set 1,Pos,target,408
Set 1,Pos,target,824
Set 1,Pos,target,721
Set 1,Pos,target,315
Set 1,Pos,target,345
Set 1,Pos,target,404
Set 1,Pos,target,369
Set 1,Pos,target,213
Set 1,Pos,target,71
Set 1,Pos,target,217
Set 1,Pos,target,273
Set 1,Pos,target,174
Set 1,Pos,target,64
Set 1,Pos,target,177
Set 1,Pos,target,199
Set 1,Pos,target,745
Set 1,Pos,target,384
Set 1,Pos,target,776
Set 1,Pos,target,401
Set 1,Pos,target,266
Set 1,Pos,target,131
Set 1,Pos,target,175
Set 1,Pos,target,877
Set 1,Pos,target,661
Set 1,Pos,target,470
Set 1,Pos,target,984
Set 1,Pos,target,902
Set 1,Pos,target,926
Set 1,Pos,target,219
Set 1,Pos,target,803
Set 1,Pos,target,916
Set 1,Pos,target,995
Set 1,Pos,target,661
Set 1,Pos,target,9
Set 1,Pos,target,962
Set 1,Pos,target,929
Set 1,Pos,target,899
Set 1,Pos,target,706
Set 1,Pos,target,206
Set 1,Pos,target,887
Set 1,Pos,target,939
Set 1,Pos,target,970
Set 1,Pos,target,954
Set 1,Pos,target,965
Set 1,Pos,decoy,2
Set 1,Pos,target,65
Set 1,Pos,target,902
Set 1,Pos,target,989
Set 1,Pos,target,512
Set 1,Pos,target,889
Set 1,Pos,target,860
Set 1,Pos,target,405
Set 1,Pos,target,989
Set 1,Pos,target,855
Set 1,Pos,target,960
Set 1,Pos,target,816
Set 1,Pos,target,919
Set 1,Pos,target,4
Set 1,Pos,target,827
Set 1,Pos,target,162
Set 1,Pos,target,956
Set 1,Pos,target,6
Set 1,Pos,target,202
Set 1,Pos,target,98
Set 1,Pos,target,939
Set 1,Pos,target,942
Set 1,Pos,target,140
Set 1,Pos,target,928
Set 1,Pos,target,231
Set 1,Pos,target,628
Set 1,Pos,target,826
Set 1,Pos,target,941
Set 1,Pos,target,62
Set 1,Pos,target,946
Set 1,Pos,target,977
Set 1,Pos,target,182
Set 1,Pos,target,938
Set 1,Pos,target,899
Set 1,Pos,target,998
Set 1,Pos,target,33
Set 1,Pos,target,995
Set 1,Pos,target,983
Set 1,Pos,target,681
Set 1,Pos,target,1
Set 1,Pos,target,940
Set 1,Pos,target,17
Set 1,Pos,target,932
Set 1,Pos,target,989
Set 1,Pos,target,926
Set 1,Pos,target,985
Set 1,Pos,target,31
Set 1,Pos,target,986
Set 1,Pos,target,941
Set 1,Pos,target,984
Set 1,Pos,target,824
Set 1,Pos,target,939
Set 1,Pos,target,14
Set 1,Pos,decoy,45
Set 1,Pos,target,6
Set 1,Pos,target,994
Set 1,Pos,target,1
Set 1,Pos,target,750
Set 1,Pos,target,743
Set 1,Pos,target,995
Set 1,Pos,target,937
Set 1,Pos,target,997
Set 1,Pos,target,995
Set 1,Pos,target,896
Set 1,Pos,target,999
Set 1,Pos,target,995
Set 1,Pos,target,76
Set 1,Pos,target,878
Set 1,Pos,target,992
Set 1,Pos,target,942
Set 1,Pos,target,996
Set 1,Pos,target,994
Set 1,Pos,target,869
Set 1,Pos,target,705
Set 1,Pos,target,999
Set 1,Pos,target,883
Set 1,Pos,target,992
Set 1,Pos,target,853
Set 1,Pos,target,999
Set 1,Pos,target,995
Set 1,Pos,target,998
Set 1,Pos,target,986
Set 1,Pos,target,104
Set 1,Pos,target,976
Set 1,Pos,target,973
Set 1,Pos,target,926
Set 1,Pos,target,964
Set 1,Pos,target,978
Set 1,Pos,target,995
Set 1,Pos,target,993
Set 1,Pos,target,986
Set 1,Pos,target,996
Set 1,Pos,target,996
Set 1,Pos,target,992
Set 1,Pos,target,793
Set 1,Pos,target,995
Set 1,Pos,target,936
Set 1,Pos,target,957
Set 1,Pos,target,996
Set 1,Pos,target,991
Set 1,Pos,target,999
Set 1,Pos,target,995
Set 1,Pos,target,434
Set 1,Pos,target,924
Set 1,Pos,target,999
Set 1,Pos,target,994
Set 1,Pos,target,996
Set 1,Pos,target,999
Set 1,Pos,target,982
Set 1,Pos,target,1000
Set 1,Pos,target,915
Set 1,Pos,target,955
Set 1,Pos,target,214
Set 1,Pos,target,113
Set 1,Pos,target,983
Set 1,Pos,target,996
Set 1,Pos,target,999
Set 1,Pos,target,996
Set 1,Pos,target,493
Set 1,Pos,target,994
Set 1,Pos,target,12
Set 1,Pos,target,681
Set 1,Pos,target,1
Set 1,Pos,target,996
Set 1,Pos,target,935
Set 1,Pos,target,996
Set 1,Pos,target,999
Set 1,Pos,target,992
Set 1,Pos,target,996
Set 1,Pos,target,988
Set 1,Pos,target,996
Set 1,Pos,target,999
Set 1,Pos,target,995
Set 1,Pos,target,1000
Set 1,Pos,target,994
Set 1,Pos,target,915
Set 1,Pos,target,902
Set 1,Pos,target,970
Set 1,Pos,target,996
Set 1,Pos,target,976
Set 1,Pos,target,994
Set 1,Pos,target,998
Set 1,Pos,target,985
Set 1,Pos,target,966
Set 1,Pos,target,999
Set 1,Pos,target,996
Set 1,Pos,target,996
Set 1,Pos,target,1000
Set 1,Pos,target,57
Set 1,Pos,target,999
Set 1,Pos,target,1000
Set 1,Pos,target,911
Set 1,Pos,target,797
Set 1,Pos,target,998
Set 1,Pos,target,996
Set 1,Pos,target,996
Set 1,Pos,target,994
Set 1,Pos,target,996
Set 1,Pos,target,8
Set 1,Pos,target,997
Set 1,Pos,target,996
Set 1,Pos,target,910
Set 1,Pos,target,937
Set 1,Pos,target,959
Set 1,Pos,target,32
Set 1,Pos,target,909
Set 1,Pos,target,962
Set 1,Pos,target,908
Set 1,Pos,target,989
Set 1,Pos,target,999
Set 1,Pos,target,949
Set 1,Pos,target,981
Set 1,Pos,target,996
Set 1,Pos,target,992
Set 1,Pos,target,996
Set 1,Pos,target,787
Set 1,Pos,target,273
Set 1,Pos,target,993
Set 1,Pos,target,993
Set 1,Pos,target,111
Set 1,Pos,target,996
Set 1,Pos,target,951
Set 1,Pos,target,996
Set 1,Pos,target,931
Set 1,Pos,target,945
Set 1,Pos,target,963
Set 1,Pos,target,1000
Set 1,Pos,target,992
Set 1,Pos,target,958
Set 1,Pos,target,988
Set 1,Pos,target,996
Set 1,Pos,target,996
Set 1,Pos,target,1000
Set 1,Pos,target,981
Set 1,Pos,target,921
Set 1,Pos,target,996
Set 1,Pos,target,1000
Set 1,Pos,target,996
Set 1,Pos,target,996
Set 1,Pos,target,999
Set 1,Pos,target,996
Set 1,Pos,target,916
Set 1,Pos,target,996
Set 1,Pos,target,999
Set 1,Pos,target,904
Set 1,Pos,target,996
Set 1,Pos,target,863
Set 1,Pos,target,904
Set 1,Pos,target,999
Set 1,Pos,target,996
Set 1,Pos,target,178
Set 1,Pos,target,1000
Set 1,Pos,target,1000
Set 1,Pos,target,623
Set 1,Pos,target,994
Set 1,Pos,target,942
Set 1,Pos,target,996
Set 1,Pos,target,666
Set 1,Pos,target,996
Set 1,Pos,target,999
Set 1,Pos,target,989
Set 1,Pos,target,772
Set 1,Pos,target,998
Set 1,Pos,target,821
Set 1,Pos,target,999
Set 1,Pos,target,996
Set 1,Pos,target,995
Set 1,Pos,target,726
Set 1,Pos,target,996
Set 1,Pos,target,996
Set 1,Pos,target,973
Set 1,Pos,target,996
Set 1,Pos,target,1000
Set 1,Pos,target,990
Set 1,Pos,target,24
Set 1,Pos,target,953
Set 1,Pos,target,996
Set 1,Pos,target,998
Set 1,Pos,target,926
Set 1,Pos,target,996
Set 1,Pos,target,404
Set 1,Pos,target,889
Set 1,Pos,target,980
Set 1,Pos,target,996
Set 1,Pos,target,1000
Set 1,Pos,target,998
Set 1,Pos,target,996
Set 1,Pos,target,996
Set 1,Pos,target,915
Set 1,Pos,target,827
Set 1,Pos,target,999
Set 1,Pos,target,996
Set 1,Pos,target,682
Set 1,Pos,target,996
Set 1,Pos,target,996
Set 1,Pos,target,998
Set 1,Pos,target,819
Set 1,Pos,target,172
Set 1,Pos,target,1000
Set 1,Pos,target,996
Set 1,Pos,target,981
Set 1,Pos,target,993
Set 1,Pos,target,1000
Set 1,Pos,target,991
Set 1,Pos,target,996
Set 1,Pos,target,917
Set 1,Pos,target,675
Set 1,Pos,target,998
Set 1,Pos,target,576
Set 1,Pos,target,1000
Set 1,Pos,target,999
Set 1,Pos,target,132
Set 1,Pos,target,38
Set 1,Pos,target,996
Set 1,Pos,target,990
Set 1,Pos,target,25
Set 1,Pos,target,665
Set 1,Pos,target,994
Set 1,Pos,target,991
Set 1,Pos,target,1000
Set 1,Pos,target,996
Set 1,Pos,target,922
Set 1,Pos,target,1000
Set 1,Pos,target,996
Set 1,Pos,target,828
Set 1,Pos,target,785
Set 1,Pos,target,941
Set 1,Pos,target,996
Set 1,Pos,target,994
Set 1,Pos,target,993
Set 1,Pos,target,1000
Set 1,Pos,target,9
Set 1,Pos,target,996
Set 1,Pos,target,989
Set 1,Pos,target,673
Set 1,Pos,target,980
Set 1,Pos,target,1000
Set 1,Pos,target,996
Set 1,Pos,target,999
Set 1,Pos,target,877
Set 1,Pos,target,995
Set 1,Pos,target,995
Set 1,Pos,target,1000
Set 1,Pos,target,995
Set 1,Pos,target,994
Set 1,Pos,target,914
Set 1,Pos,target,1000
Set 1,Pos,target,996
Set 1,Pos,target,996
Set 1,Pos,target,991
Set 1,Pos,target,3
Set 1,Pos,target,995
Set 1,Pos,target,994
Set 1,Pos,target,999
Set 1,Pos,target,1000
Set 1,Pos,target,989
Set 1,Pos,target,999
Set 1,Pos,target,1000
Set 1,Pos,target,995
Set 1,Pos,target,989
Set 1,Pos,target,955
Set 1,Pos,target,951
Set 1,Pos,target,999
Set 1,Pos,target,219
Set 1,Pos,target,958
Set 1,Pos,target,946
Set 1,Pos,target,995
Set 1,Pos,target,999
Set 1,Pos,target,710
Set 1,Pos,target,999
Set 1,Pos,target,22
Set 1,Pos,target,999
Set 1,Pos,target,29
Set 1,Pos,target,996
Set 1,Pos,target,996
Set 1,Pos,target,989
Set 1,Pos,target,127
Set 1,Pos,target,493
Set 1,Pos,target,996
Set 1,Pos,target,990
Set 1,Pos,target,30
Set 1,Pos,target,1000
Set 1,Pos,target,983
Set 1,Pos,target,933
Set 1,Pos,target,999
Set 1,Pos,target,871
Set 1,Pos,target,999
Set 1,Pos,target,80
Set 1,Pos,target,896
Set 1,Pos,target,755
Set 1,Pos,target,1000
Set 1,Pos,target,934
Set 1,Pos,target,995
Set 1,Pos,target,27
Set 1,Pos,target,996
Set 1,Pos,target,999
Set 1,Pos,target,5
Set 1,Pos,target,454
Set 1,Pos,target,653
Set 1,Pos,target,715
Set 1,Pos,target,561
Set 1,Pos,target,733
Set 1,Pos,target,996
Set 1,Pos,target,12
Set 1,Pos,target,454
Set 1,Pos,target,417
Set 1,Pos,target,999
Set 1,Pos,target,638
Set 1,Pos,target,468
Set 1,Pos,target,379
Set 1,Pos,target,534
Set 1,Pos,target,995
Set 1,Pos,target,999
Set 1,Pos,target,614
Set 1,Pos,target,999
Set 1,Pos,target,155
Set 1,Pos,target,827
Set 1,Pos,target,412
Set 1,Pos,target,638
Set 1,Pos,target,707
Set 1,Pos,target,117
Set 1,Pos,target,999
Set 1,Pos,target,11
Set 1,Pos,target,41
Set 1,Pos,target,996
Set 1,Pos,target,228
Set 1,Pos,target,1
Set 1,Pos,target,173
Set 1,Pos,target,646
Set 1,Pos,target,542
Set 1,Pos,target,85
Set 1,Pos,target,888
Set 1,Pos,target,11
Set 1,Pos,target,652
Set 1,Pos,target,808
Set 1,Pos,target,922
Set 1,Pos,target,196
Set 1,Pos,target,306
Set 1,Pos,target,812
Set 1,Pos,target,847
Set 1,Pos,target,875
Set 1,Pos,target,605
Set 1,Pos,target,423
Set 1,Pos,target,958
Set 1,Pos,target,471
Set 1,Pos,target,951
Set 1,Pos,target,998
Set 1,Pos,target,964
Set 1,Pos,target,638
Set 1,Pos,target,627
Set 1,Pos,target,993
Set 1,Pos,target,948
Set 1,Pos,target,995
Set 1,Pos,target,99
Set 1,Pos,target,737
Set 1,Pos,target,198
Set 1,Pos,target,537
Set 1,Pos,target,778
Set 1,Pos,target,702
Set 1,Pos,target,842
Set 1,Pos,target,854
Set 1,Pos,target,360
Set 1,Pos,target,566
Set 1,Pos,target,999
Set 1,Pos,target,221
Set 1,Pos,target,189
Set 1,Pos,target,999
Set 1,Pos,target,219
Set 1,Pos,target,871
Set 1,Pos,target,507
Set 1,Pos,target,624
Set 1,Pos,target,251
Set 1,Pos,target,225
Set 1,Pos,target,904
Set 1,Pos,target,916
Set 1,Pos,target,996
Set 1,Pos,target,499
Set 1,Pos,target,836
Set 1,Pos,target,969
Set 1,Pos,target,722
Set 1,Pos,target,810
Set 1,Pos,target,821
Set 1,Pos,target,996
Set 1,Pos,target,260
Set 1,Pos,target,373
Set 1,Pos,target,108
Set 1,Pos,target,486
Set 1,Pos,target,994
Set 1,Pos,target,646
Set 1,Pos,target,454
Set 1,Pos,target,652
Set 1,Pos,target,227
Set 1,Pos,target,818
Set 1,Pos,target,992
Set 1,Pos,target,579
Set 1,Pos,target,283
Set 1,Pos,target,917
Set 1,Pos,target,992
Set 1,Pos,target,728
Set 1,Pos,target,965
Set 1,Pos,target,983
Set 1,Pos,target,569
Set 1,Pos,target,787
Set 1,Pos,target,779
Set 1,Pos,target,887
Set 1,Pos,target,376
Set 1,Pos,target,585
Set 1,Pos,target,746
Set 1,Pos,target,656
Set 1,Pos,target,108
Set 1,Pos,target,196
Set 1,Pos,target,996
Set 1,Pos,target,543
Set 1,Pos,target,996
Set 1,Pos,target,833
Set 1,Pos,target,994
Set 1,Pos,target,340
Set 1,Pos,target,585
Set 1,Pos,target,945
Set 1,Pos,target,610
Set 1,Pos,target,547
Set 1,Pos,target,626
Set 1,Pos,target,388
Set 1,Pos,target,826
Set 1,Pos,target,446
Set 1,Pos,decoy,112
Set 1,Pos,target,996
Set 1,Pos,target,319
Set 1,Pos,target,998
Set 1,Pos,decoy,31
Set 1,Pos,target,421
Set 1,Pos,target,996
Set 1,Pos,target,556
Set 1,Pos,target,885
Set 1,Pos,target,995
Set 1,Pos,target,562
Set 1,Pos,target,880
Set 1,Pos,target,699
Set 1,Pos,target,840
Set 1,Pos,target,755
Set 1,Pos,target,925
Set 1,Pos,target,425
Set 1,Pos,target,347
Set 1,Pos,target,996
Set 1,Pos,target,972
Set 1,Pos,decoy,6
Set 1,Pos,target,680
Set 1,Pos,target,436
Set 1,Pos,target,647
Set 1,Pos,target,513
Set 1,Pos,target,714
Set 1,Pos,target,995
Set 1,Pos,target,712
Set 1,Pos,target,996
Set 1,Pos,target,703
Set 1,Pos,target,615
Set 1,Pos,target,844
Set 1,Pos,target,930
Set 1,Pos,target,740
Set 1,Pos,target,886
Set 1,Pos,target,983
Set 1,Pos,target,25
Set 1,Pos,target,837
Set 1,Pos,target,987
Set 1,Pos,target,267
Set 1,Pos,target,906
Set 1,Pos,target,651
Set 1,Pos,target,264
Set 1,Pos,target,880
Set 1,Pos,target,146
Set 1,Pos,target,998
Set 1,Pos,target,670
Set 1,Pos,target,830
Set 1,Pos,target,791
Set 1,Pos,target,996
Set 1,Pos,target,886
Set 1,Pos,target,606
Set 1,Pos,target,775
Set 1,Pos,target,728
Set 1,Pos,target,44
Set 1,Pos,target,979
Set 1,Pos,target,984
Set 1,Pos,target,29
Set 1,Pos,target,990
Set 1,Pos,target,703
Set 1,Pos,target,894
Set 1,Pos,target,981
Set 1,Pos,target,992
Set 1,Pos,target,991
Set 1,Pos,target,27
Set 1,Pos,target,993
Set 1,Pos,target,825
Set 1,Pos,target,808
Set 1,Pos,target,996
Set 1,Pos,target,924
Set 1,Pos,decoy,82
Set 1,Pos,target,883
Set 1,Pos,target,911
Set 1,Pos,target,724
Set 1,Pos,target,954
Set 1,Pos,target,840
Set 1,Pos,target,647
Set 1,Pos,target,592
Set 1,Pos,target,712
Set 1,Pos,target,992
Set 1,Pos,target,794
Set 1,Pos,target,686
Set 1,Pos,target,16
Set 1,Pos,target,754
Set 1,Pos,target,995
Set 1,Pos,target,4
Set 1,Pos,target,993
Set 1,Pos,target,994
Set 1,Pos,target,990
Set 1,Pos,target,964
Set 1,Pos,target,531
Set 1,Pos,target,858
Set 1,Pos,target,711
Set 1,Pos,target,673
Set 1,Pos,target,364
Set 1,Pos,target,191
Set 1,Pos,target,980
Set 1,Pos,target,653
Set 1,Pos,target,798
Set 1,Pos,target,982
Set 1,Pos,target,980
Set 1,Pos,target,988
Set 1,Pos,target,987
Set 1,Pos,target,4
Set 1,Pos,target,967
Set 1,Pos,target,321
Set 1,Pos,target,768
Set 1,Pos,target,844
Set 1,Pos,target,985
Set 1,Pos,target,873
Set 1,Pos,target,712
Set 1,Pos,target,45
Set 1,Pos,target,984
Set 1,Pos,target,831
Set 1,Pos,target,990
Set 1,Pos,decoy,7
Set 1,Pos,target,962
Set 1,Pos,target,994
Set 1,Pos,target,981
Set 1,Pos,target,809
Set 1,Pos,target,270
Set 1,Pos,target,60
Set 1,Pos,target,988
Set 1,Pos,target,662
Set 1,Pos,target,977
Set 1,Pos,target,989
Set 1,Pos,target,987
Set 1,Pos,target,225
Set 1,Pos,target,3
Set 1,Pos,target,825
Set 1,Pos,target,953
Set 1,Pos,target,876
Set 1,Pos,target,958
Set 1,Pos,target,994
Set 1,Pos,target,271
Set 1,Pos,target,858
Set 1,Pos,target,971
Set 1,Pos,target,985
Set 1,Pos,target,963
Set 1,Pos,target,501
Set 1,Pos,target,968
Set 1,Pos,target,985
Set 1,Pos,target,978
Set 1,Pos,target,137
Set 1,Pos,target,984
Set 1,Pos,target,962
Set 1,Pos,target,989
Set 1,Pos,target,3
Set 1,Pos,target,214
Set 1,Pos,target,819
Set 1,Pos,target,771
Set 1,Pos,target,619
Set 1,Pos,target,789
Set 1,Pos,target,977
Set 1,Pos,target,696
Set 1,Pos,target,224
Set 1,Pos,target,190
Set 1,Pos,target,980
Set 1,Pos,target,150
Set 1,Pos,target,963
Set 1,Pos,target,237
Set 1,Pos,target,931
Set 1,Pos,target,970
Set 1,Pos,target,976
Set 1,Pos,target,957
Set 1,Pos,target,1
Set 1,Pos,target,733
Set 1,Pos,target,811
Set 1,Pos,target,717
Set 1,Pos,target,750
Set 1,Pos,target,798
Set 1,Pos,target,515
Set 1,Pos,target,982
Set 1,Pos,target,820
Set 1,Pos,target,704
Set 1,Pos,target,976
Set 1,Pos,target,778
